order_id,buyer_id,supplier_id,order_date,order_seq,n_skus,gmv,status,cogs_ratio,cogs,gross_profit
1067,B0368,S029,2026-03-30,2,9,311.76,completed,0.6237052687447523,194.44635458386398,117.31364541613601
1068,B0368,S002,2026-05-21,3,2,47.01,completed,0.6047253332563332,28.42813791638022,18.58186208361978
1069,B0368,S003,2026-05-24,4,1,23.67,completed,0.7494249000315423,17.738887383746608,5.931112616253394
1070,B0368,S024,2026-06-05,5,6,102.83,completed,0.7288198407358268,74.94454422286508,27.885455777134922
1071,B0369,S009,2026-03-24,1,5,287.89,completed,0.5941539225577521,171.05097276515124,116.83902723484874
1072,B0369,S007,2026-04-13,2,1,59.66,completed,0.7089619097499859,42.29666753568415,17.363332464315846
1073,B0369,S002,2026-04-22,3,4,136.11,completed,0.6047253332563332,82.30916510951951,53.8008348904805
1074,B0370,S017,2026-04-15,1,1,50.19,completed,0.7387231840335198,37.07651660664236,13.11348339335764
1075,B0371,S029,2026-01-18,1,3,121.43,completed,0.6237052687447523,75.73653078367528,45.69346921632473
1076,B0371,S002,2026-01-25,2,3,186.96,completed,0.6047253332563332,113.05944830560405,73.90055169439596
1077,B0371,S006,2026-02-02,3,1,16.49,completed,0.5827247642383339,9.609131362290125,6.880868637709874
1078,B0371,S012,2026-02-07,4,2,73.56,completed,0.680902242856227,50.08716898450406,23.47283101549594
1079,B0371,S021,2026-04-06,5,3,79.11,completed,0.604843040469734,47.84913293156066,31.26086706843934
1080,B0371,S009,2026-04-10,6,3,92.36,completed,0.5941539225577521,54.87605628743398,37.48394371256602
1081,B0371,S029,2026-06-03,7,4,207.68,completed,0.6237052687447523,129.53111021291016,78.14888978708984
1082,B0371,S007,2026-06-24,8,8,482.6,completed,0.7089619097499859,342.1450176453432,140.4549823546568
1083,B0372,S008,2026-04-05,1,4,140.29,completed,0.6887364451562977,96.622835890977,43.66716410902299
1084,B0372,S001,2026-04-27,2,3,158.67,completed,0.6391805412753497,101.41877648415974,57.25122351584025
1085,B0372,S003,2026-05-23,3,5,250.85,completed,0.7494249000315423,187.99323617291236,62.85676382708763
1086,B0372,S024,2026-06-04,4,3,133.85,completed,0.7288198407358268,97.55253568249042,36.29746431750958
1087,B0373,S028,2026-05-31,1,4,82.13,completed,0.680333365075177,55.87577927362429,26.254220726375706
1088,B0373,S010,2026-06-05,2,4,90.18,completed,0.5664762091231685,51.08482453872734,39.09517546127267
1089,B0373,S011,2026-06-25,3,3,47.82,completed,0.6860998604149426,32.809295325042555,15.010704674957445
1090,B0374,S018,2026-06-26,1,12,673.13,completed,0.6339454633852245,426.72770976849614,246.40229023150386
1091,B0375,S010,2026-05-30,1,5,317.31,completed,0.5664762091231685,179.74856591687262,137.56143408312738
1092,B0376,S008,2026-04-23,1,5,210.58,cancelled,0.6887364451562977,145.0341206210132,65.54587937898683
1093,B0376,S014,2026-05-24,2,4,162.63,completed,0.7401727124500821,120.37428822575684,42.25571177424315
1094,B0378,S016,2026-03-20,1,2,66.48,completed,0.6364669602085204,42.312323514662445,24.16767648533756
1095,B0379,S015,2026-05-25,1,2,91.54,completed,0.5802115783561801,53.112567882724726,38.42743211727528
1096,B0379,S026,2026-05-30,2,2,49.31,completed,0.5926209408050167,29.222138591095376,20.087861408904626
1097,B0380,S018,2026-02-06,1,4,69.39,completed,0.6339454633852245,43.98947570430073,25.40052429569927
1098,B0380,S004,2026-03-06,2,10,326.47,completed,0.6352362604471946,207.38558194819564,119.08441805180439
1099,B0380,S028,2026-03-27,3,6,281.55,completed,0.680333365075177,191.5478589369161,90.00214106308391
1100,B0381,S006,2026-04-18,1,4,69.75,completed,0.5827247642383339,40.645052305623786,29.104947694376214
1101,B0382,S026,2026-05-03,1,3,140.3,completed,0.5926209408050167,83.14471799494385,57.155282005056165
1102,B0382,S008,2026-05-18,2,8,393.99,completed,0.6887364451562977,271.35527202712973,122.63472797287028
1103,B0382,S001,2026-05-20,3,4,112.88,completed,0.6391805412753497,72.15069949916148,40.72930050083852
1104,B0382,S005,2026-06-13,4,3,176.01,completed,0.6402774048659351,112.69522603045323,63.31477396954676
1105,B0383,S007,2026-02-15,1,4,138.27,completed,0.7089619097499859,98.02816326113054,40.241836738869466
1106,B0383,S012,2026-02-27,2,4,236.4,completed,0.680902242856227,160.96529021121208,75.43470978878793
1107,B0383,S017,2026-03-27,3,4,127.61,completed,0.7387231840335198,94.26846551451746,33.34153448548254
1108,B0383,S016,2026-04-13,4,1,31.61,completed,0.6364669602085204,20.118720612191332,11.491279387808667
1109,B0383,S008,2026-04-15,5,6,186.84,cancelled,0.6887364451562977,128.68351741300268,58.15648258699733
1110,B0383,S005,2026-04-28,6,4,116.08,completed,0.6402774048659351,74.32340115683775,41.75659884316225
1111,B0383,S006,2026-04-30,7,5,254.4,completed,0.5827247642383339,148.24518002223215,106.15481997776786
1112,B0383,S008,2026-05-05,8,6,323.07,completed,0.6887364451562977,222.5100833366451,100.5599166633549
1113,B0383,S027,2026-05-05,9,10,255.83,completed,0.5562268165769023,142.2995064848689,113.5304935151311
1114,B0383,S024,2026-05-10,10,7,341.57,completed,0.7288198407358268,248.94299300013637,92.62700699986362
1115,B0383,S018,2026-05-21,11,9,172.26,completed,0.6339454633852245,109.20344552273876,63.05655447726123
1116,B0383,S023,2026-06-09,12,4,154.85,completed,0.6318668012630086,97.84457417557688,57.005425824423114
1117,B0384,S024,2026-04-07,1,4,205.12,completed,0.7288198407358268,149.4955257317328,55.62447426826719
1118,B0384,S025,2026-04-26,2,6,258.61,completed,0.5959909211782173,154.1292121258988,104.48078787410122
1119,B0384,S003,2026-05-26,3,4,148.7,completed,0.7494249000315423,111.43948263469032,37.26051736530967
1120,B0384,S022,2026-05-30,4,4,159.74,completed,0.7467955295919657,119.29311789702061,40.4468821029794
1121,B0384,S005,2026-06-24,5,3,81.22,completed,0.6402774048659351,52.00333082321125,29.21666917678875
1122,B0386,S024,2026-01-13,1,2,48.98,completed,0.7288198407358268,35.697595799240794,13.282404200759203
1123,B0386,S005,2026-02-06,2,4,208.3,completed,0.6402774048659351,133.3697834335743,74.93021656642571
1124,B0386,S011,2026-03-07,3,4,143.26,completed,0.6860998604149426,98.29066600304468,44.969333996955314
1125,B0386,S018,2026-03-12,4,2,48.33,completed,0.6339454633852245,30.6385842454079,17.6914157545921
1126,B0386,S018,2026-04-24,5,4,70.15,completed,0.6339454633852245,44.4712742564735,25.678725743526506
1127,B0386,S023,2026-06-24,6,2,95.49,completed,0.6318668012630086,60.33696085260469,35.153039147395305
1128,B0387,S001,2026-05-25,1,5,265.82,completed,0.6391805412753497,169.90697148181346,95.91302851818654
1129,B0387,S013,2026-06-06,2,6,105.12,completed,0.6046519053996419,63.56100829561036,41.55899170438965
1130,B0387,S003,2026-06-12,3,6,342.64,completed,0.7494249000315423,256.7829477468076,85.85705225319236
1131,B0388,S025,2026-02-16,1,4,231.45,completed,0.5959909211782173,137.94209870669837,93.50790129330161
1132,B0388,S015,2026-03-03,2,4,183.22,completed,0.5802115783561801,106.30636538641932,76.91363461358068
1133,B0388,S015,2026-03-05,3,6,142.89,completed,0.5802115783561801,82.90643243131457,59.983567568685416
1134,B0389,S003,2026-03-07,1,6,194.0,completed,0.7494249000315423,145.38843060611921,48.611569393880785
1135,B0389,S022,2026-04-30,2,2,76.57,completed,0.7467955295919657,57.18213370085681,19.387866299143184
1136,B0389,S012,2026-05-06,3,6,231.6,completed,0.680902242856227,157.6969594455022,73.9030405544978
1137,B0389,S013,2026-05-09,4,3,130.07,completed,0.6046519053996419,78.64707333533141,51.42292666466858
1138,B0389,S016,2026-05-11,5,5,153.22,completed,0.6364669602085204,97.5194676431495,55.7005323568505
1139,B0389,S008,2026-06-03,6,2,68.32,cancelled,0.6887364451562977,47.054473933078256,21.265526066921737
1140,B0390,S006,2026-05-19,1,1,59.99,completed,0.5827247642383339,34.95765860665765,25.03234139334235
1141,B0391,S027,2026-04-28,1,1,28.04,completed,0.5562268165769023,15.596599936816341,12.443400063183658
1142,B0391,S017,2026-05-02,2,2,81.95,completed,0.7387231840335198,60.53836493154695,21.41163506845305
1143,B0391,S017,2026-05-06,3,6,261.27,completed,0.7387231840335198,193.0062062924377,68.26379370756229
1144,B0391,S023,2026-05-17,4,1,33.95,completed,0.6318668012630086,21.451877902879147,12.498122097120856
1145,B0391,S012,2026-06-06,5,4,64.72,completed,0.680902242856227,44.06799315765501,20.65200684234499
1146,B0391,S002,2026-06-29,6,4,168.49,completed,0.6047253332563332,101.89017140035958,66.59982859964043
1147,B0392,S005,2026-02-04,1,5,144.88,completed,0.6402774048659351,92.76339041697668,52.11660958302332
1148,B0393,S009,2026-02-06,1,3,77.68,completed,0.5941539225577521,46.15387670428619,31.526123295713816
1149,B0393,S021,2026-03-17,2,1,57.14,completed,0.604843040469734,34.560731332440604,22.579268667559397
1150,B0394,S016,2026-05-19,1,6,210.9,completed,0.6364669602085204,134.23088190797696,76.66911809202304
1151,B0395,S024,2026-03-24,1,2,29.86,completed,0.7288198407358268,21.76256044437179,8.09743955562821
1152,B0396,S021,2026-03-26,1,5,158.9,completed,0.604843040469734,96.10955913064075,62.79044086935926
1153,B0397,S025,2026-04-24,1,1,45.8,completed,0.5959909211782173,27.29638418996235,18.503615810037648
1154,B0398,S025,2026-03-31,1,8,231.89,completed,0.5959909211782173,138.2043347120168,93.6856652879832
1155,B0398,S009,2026-04-20,2,6,136.24,completed,0.5941539225577521,80.94753040926815,55.292469590731855
1156,B0398,S010,2026-04-24,3,3,137.18,completed,0.5664762091231685,77.70920636751626,59.47079363248375
1157,B0398,S009,2026-05-28,4,4,152.95,completed,0.5941539225577521,90.87584245520819,62.0741575447918
1158,B0398,S027,2026-05-29,5,8,310.35,completed,0.5562268165769023,172.62499252464164,137.72500747535838
1159,B0398,S014,2026-06-05,6,3,132.7,completed,0.7401727124500821,98.22091894212589,34.4790810578741
1160,B0399,S012,2026-02-03,1,4,99.99,completed,0.680902242856227,68.08341526319414,31.906584736805854
1161,B0399,S003,2026-02-19,2,4,169.92,cancelled,0.7494249000315423,127.34227901335966,42.57772098664033
1162,B0399,S025,2026-03-03,3,5,165.8,completed,0.5959909211782173,98.81529473134843,66.98470526865158
